(6, 10, 16)
(6, 11, 12)
(6, 11, 13)
(6, 11, 14)
(6, 11, 15)
(6, 11, 16)
(6, 11, 17)
(6, 12, 13)
(6, 12, 14)
(6, 12, 15)
(6, 12, 16)
(6, 12, 17)
(6, 12, 18)
(6, 13, 14)
(6, 13, 15)
(6, 13, 16)
(6, 13, 17)
(6, 13, 18)
(6, 13, 19)
(6, 14, 15)
(6, 14, 16)
(6, 14, 17)
(6, 14, 18)
(6, 14, 19)
(6, 14, 20)
(6, 15, 16)
(6, 15, 17)
(6, 15, 18)
(6, 15, 19)
(6, 15, 20)
(6, 16, 17)
(6, 16, 18)
(6, 16, 19)
(6, 16, 20)
(6, 17, 18)
(6, 17, 19)
(6, 17, 20)
(6, 18, 19)
(6, 18, 20)
(6, 19, 20)
(7, 8, 9)
(7, 8, 10)
(7, 8, 11)
(7, 8, 12)
(7, 8, 13)
(7, 8, 14)
(7, 8, 15)
(7, 9, 10)
(7, 9, 11)
(7, 9, 12)
(7, 9, 13)
(7, 9, 14)
(7, 9, 15)
(7, 9, 16)
(7, 10, 11)
(7, 10, 12)
(7, 10, 13)
(7, 10, 14)
(7, 10, 15)
(7, 10, 16)
(7, 10, 17)
(7, 11, 12)
(7, 11, 13)
(7, 11, 14)
(7, 11, 15)
(7, 11, 16)
(7, 11, 17)
(7, 11, 18)
(7, 12, 13)
(7, 12, 14)
(7, 12, 15)
(7, 12, 16)
(7, 12, 17)
(7, 12, 18)
(7, 12, 19)
(7, 13, 14)
(7, 13, 15)
(7, 13, 16)
(7, 13, 17)
(7, 13, 18)
(7, 13, 19)
(7, 13, 20)
(7, 14, 15)
(7, 14, 16)
(7, 14, 17)
(7, 14, 18)
(7, 14, 19)
(7, 14, 20)
(7, 15, 16)
(7, 15, 17)
(7, 15, 18)
(7, 15, 19)
(7, 15, 20)
(7, 16, 17)
(7, 16, 18)
(7, 16, 19)
(7, 16, 20)
(7, 17, 18)
(7, 17, 19)
(7, 17, 20)
(7, 18, 19)
(7, 18, 20)
(7, 19, 20)
(8, 9, 10)
(8, 9, 11)
(8, 9, 12)
(8, 9, 13)
(8, 9, 14)
(8, 9, 15)
(8, 9, 16)
(8, 9, 17)
(8, 10, 11)
(8, 10, 12)
(8, 10, 13)
(8, 10, 14)
(8, 10, 15)
(8, 10, 16)
(8, 10, 17)
(8, 10, 18)
(8, 11, 12)
(8, 11, 13)
(8, 11, 14)
(8, 11, 15)
(8, 11, 16)
(8, 11, 17)
(8, 11, 18)
(8, 11, 19)
(8, 12, 13)
(8, 12, 14)
(8, 12, 15)
(8, 12, 16)
(8, 12, 17)
(8, 12, 18)
(8, 12, 19)
(8, 12, 20)
(8, 13, 14)
(8, 13, 15)
(8, 13, 16)
(8, 13, 17)
(8, 13, 18)
(8, 13, 19)
(8, 13, 20)
(8, 14, 15)
(8, 14, 16)
(8, 14, 17)
(8, 14, 18)
(8, 14, 19)
(8, 14, 20)
(8, 15, 16)
(8, 15, 17)
(8, 15, 18)
(8, 15, 19)
(8, 15, 20)
(8, 16, 17)
(8, 16, 18)
(8, 16, 19)
(8, 16, 20)
(8, 17, 18)
(8, 17, 19)
(8, 17, 20)
(8, 18, 19)
(8, 18, 20)
(8, 19, 20)
(9, 10, 11)
(9, 10, 12)
(9, 10, 13)
(9, 10, 14)
(9, 10, 15)
(9, 10, 16)
(9, 10, 17)
(9, 10, 18)
(9, 10, 19)
(9, 11, 12)
(9, 11, 13)
(9, 11, 14)
(9, 11, 15)
(9, 11, 16)
(9, 11, 17)
(9, 11, 18)
(9, 11, 19)
(9, 11, 20)
(9, 12, 13)
(9, 12, 14)
(9, 12, 15)
(9, 12, 16)
(9, 12, 17)
(9, 12, 18)
(9, 12, 19)
(9, 12, 20)
(9, 13, 14)
(9, 13, 15)
(9, 13, 16)
(9, 13, 17)
(9, 13, 18)
(9, 13, 19)
(9, 13, 20)
(9, 14, 15)
(9, 14, 16)
(9, 14, 17)
(9, 14, 18)
(9, 14, 19)
(9, 14, 20)
(9, 15, 16)
(9, 15, 17)
(9, 15, 18)
(9, 15, 19)
(9, 15, 20)
(9, 16, 17)
(9, 16, 18)
(9, 16, 19)
(9, 16, 20)
(9, 17, 18)
(9, 17, 19)
(9, 17, 20)
(9, 18, 19)
(9, 18, 20)
(9, 19, 20)
(10, 11, 12)
(10, 11, 13)
(10, 11, 14)
(10, 11, 15)
(10, 11, 16)
(10, 11, 17)
(10, 11, 18)
(10, 11, 19)
(10, 11, 20)
(10, 12, 13)
(10, 12, 14)
(10, 12, 15)
(10, 12, 16)
(10, 12, 17)
(10, 12, 18)
(10, 12, 19)
(10, 12, 20)
(10, 13, 14)
(10, 13, 15)
(10, 13, 16)
(10, 13, 17)
(10, 13, 18)
(10, 13, 19)
(10, 13, 20)
(10, 14, 15)
(10, 14, 16)
(10, 14, 17)
(10, 14, 18)
(10, 14, 19)
(10, 14, 20)
(10, 15, 16)
(10, 15, 17)
(10, 15, 18)
(10, 15, 19)
(10, 15, 20)
(10, 16, 17)
(10, 16, 18)
(10, 16, 19)
(10, 16, 20)
(10, 17, 18)
(10, 17, 19)
(10, 17, 20)
(10, 18, 19)
(10, 18, 20)
(10, 19, 20)
(11, 12, 13)
(11, 12, 14)
(11, 12, 15)
(11, 12, 16)
(11, 12, 17)
(11, 12, 18)
(11, 12, 19)
(11, 12, 20)
(11, 13, 14)
(11, 13, 15)
(11, 13, 16)
(11, 13, 17)
(11, 13, 18)
(11, 13, 19)
(11, 13, 20)
(11, 14, 15)
(11, 14, 16)
(11, 14, 17)
(11, 14, 18)
(11, 14, 19)
(11, 14, 20)
(11, 15, 16)
(11, 15, 17)
(11, 15, 18)
(11, 15, 19)
(11, 15, 20)
(11, 16, 17)
(11, 16, 18)
(11, 16, 19)
(11, 16, 20)
(11, 17, 18)
(11, 17, 19)
(11, 17, 20)
(11, 18, 19)
(11, 18, 20)
(11, 19, 20)
(12, 13, 14)
(12, 13, 15)
(12, 13, 16)
(12, 13, 17)
(12, 13, 18)
(12, 13, 19)
(12, 13, 20)
(12, 14, 15)
(12, 14, 16)
(12, 14, 17)
(12, 14, 18)
(12, 14, 19)
(12, 14, 20)
(12, 15, 16)
(12, 15, 17)
(12, 15, 18)
(12, 15, 19)
(12, 15, 20)
(12, 16, 17)
(12, 16, 18)
(12, 16, 19)
(12, 16, 20)
(12, 17, 18)
(12, 17, 19)
(12, 17, 20)
(12, 18, 19)
(12, 18, 20)
(12, 19, 20)
(13, 14, 15)
(13, 14, 16)
(13, 14, 17)
(13, 14, 18)
(13, 14, 19)
(13, 14, 20)
(13, 15, 16)
(13, 15, 17)
(13, 15, 18)
(13, 15, 19)
(13, 15, 20)
(13, 16, 17)
(13, 16, 18)
(13, 16, 19)
(13, 16, 20)
(13, 17, 18)
(13, 17, 19)
(13, 17, 20)
(13, 18, 19)
(13, 18, 20)
(13, 19, 20)
(14, 15, 16)
(14, 15, 17)
(14, 15, 18)
(14, 15, 19)
(14, 15, 20)
(14, 16, 17)
(14, 16, 18)
(14, 16, 19)
(14, 16, 20)
(14, 17, 18)
(14, 17, 19)
(14, 17, 20)
(14, 18, 19)
(14, 18, 20)
(14, 19, 20)
(15, 16, 17)
(15, 16, 18)
(15, 16, 19)
(15, 16, 20)
(15, 17, 18)
(15, 17, 19)
(15, 17, 20)
(15, 18, 19)
(15, 18, 20)
(15, 19, 20)
(16, 17, 18)
(16, 17, 19)
(16, 17, 20)
(16, 18, 19)
(16, 18, 20)
(16, 19, 20)
(17, 18, 19)
(17, 18, 20)
(17, 19, 20)
(18, 19, 20)
